"Item Code",Location,Period,"Sales Quantity","Cost of sales","Sales Value","Issues Quantity"
SEAA-1031,3,2017/03/01,822,0,8367.00,0
SEAA-1031,3,2018/01/01,186,0,1833.00,0
SEAA-1031,3,2016/07/01,522,0,5122.20,0
SEAA-1031,3,2017/05/01,594,0,5229.00,0
SEAA-1031,3,2017/12/01,12,0,69.00,0
SEAA-1031,3,2016/05/01,702,0,6811.87,0
SEAA-1031,3,2017/08/01,924,0,9222.00,0
SEAA-1031,3,2017/10/01,1182,0,9387.60,0
SEAA-1031,3,2016/04/01,894,0,8667.00,0
SEAA-1031,3,2017/04/01,630,0,6309.00,0
SEAA-1031,3,2017/06/01,498,0,4665.00,0
SEAA-1031,3,2017/07/01,546,0,5610.00,0
SEAA-1031,3,2016/02/01,534,0,4860.00,0
SEAA-1031,3,2016/03/01,900,0,8955.00,0
SEAA-1031,3,2017/11/01,564,0,4903.50,0
SEAA-1031,3,2016/08/01,1082,0,10601.40,0
SEAA-1031,3,2016/10/01,918,0,8970.60,0
SEAA-1031,3,2017/01/01,402,0,3799.80,0
SEAA-1031,3,2016/01/01,468,0,4512.60,0
SEAA-1031,3,2016/09/01,1397,0,12789.60,0
SEAA-1031,3,2017/02/01,318,0,3222.00,0
SEAA-1031,3,2018/02/01,66,0,619.20,0
SEAA-1031,3,2016/12/01,252,0,2403.00,0
SEAA-1031,3,2017/09/01,876,0,5964.60,0
SEAA-1031,3,2016/06/01,570,0,5259.15,0
SEAA-1031,9,2016/09/01,-6,0,-60.00,0
SEAA-1031,9,2016/10/01,-6,0,-60.00,0
SEAA-1031,9,2017/07/01,-12,0,-120.00,0
SEAA-1031,9,2017/03/01,-1,0,-10.50,0
SEAA-1031,9,2016/06/01,-2,0,-21.00,0
SEAA-1031,9,2016/07/01,-6,0,-60.00,0
SEAB-1086,3,2016/11/01,12,0,.00,0
SEAB-1086,3,2017/07/01,42,0,221.76,0
SEAB-1086,3,2016/05/01,1002,0,7014.00,0
SEABW-1292,3,2018/01/01,1,0,.00,0
SEABW-1292,3,2017/12/01,0,0,.00,0
SEABW-1292,3,2017/08/01,6,0,.00,0
SEABW-1292,3,2017/11/01,246,0,1744.98,0
SEABW-1292,3,2017/10/01,1975,0,14444.88,0
SEABW-1292,3,2018/02/01,0,0,.00,0
SEABW-1292,3,2017/09/01,504,0,3058.02,0
SEAG-1029,2,2016/11/01,1,0,6.00,0
SEAG-1029,3,2016/02/01,1998,0,12786.00,0
SEAG-1029,3,2018/01/01,422,0,3238.20,0
SEAG-1029,3,2017/03/01,1997,0,12411.50,0
SEAG-1029,3,2017/07/01,1235,0,8086.56,0
SEAG-1029,3,2016/10/01,2369,0,21245.50,0
SEAG-1029,3,2016/03/01,1871,0,12029.50,0
SEAG-1029,3,2016/01/01,228,0,2226.00,0
SEAG-1029,3,2016/05/01,873,0,5956.60,0
SEAG-1029,3,2016/04/01,1391,0,8896.00,0
SEAG-1029,3,2017/09/01,927,0,7402.50,0
SEAG-1029,3,2016/11/01,6552,0,64113.78,0
SEAG-1029,3,2017/10/01,3540,0,29172.16,0
SEAG-1029,3,2016/12/01,1723,0,10819.50,0
SEAG-1029,3,2017/06/01,1359,0,11148.00,0
SEAG-1029,3,2017/12/01,4788,0,47391.00,0
SEAG-1029,3,2017/02/01,187,0,1557.00,0
SEAG-1029,3,2017/04/01,378,0,3228.72,0
SEAG-1029,3,2016/06/01,2184,0,17097.00,0
SEAG-1029,3,2016/07/01,3314,0,25169.75,0
SEAG-1029,3,2017/01/01,282,0,2841.00,0
SEAG-1029,3,2017/08/01,1315,0,9933.60,0
SEAG-1029,3,2018/02/01,228,0,1864.20,0
SEAG-1029,3,2017/11/01,2970,0,26002.92,0
SEAG-1029,3,2016/08/01,1508,0,14648.70,0
SEAG-1029,3,2016/09/01,2062,0,18390.50,0
SEAG-1029,3,2017/05/01,1380,0,11822.88,0
SEAWB-1294,3,2018/01/01,13,0,67.20,0
SEAWB-1294,3,2017/08/01,6,0,.00,0
SEAWB-1294,3,2017/09/01,420,0,2458.20,0
SEAWB-1294,3,2017/10/01,1785,0,13386.16,0
SEAWB-1294,3,2017/11/01,18,0,162.00,0
SEAWB-1294,3,2017/12/01,120,0,1500.00,0
SEAY-1030,3,2016/10/01,5733,0,36602.64,0
SEAY-1030,3,2017/02/01,302,0,1674.00,0
SEAY-1030,3,2018/02/01,280,0,1748.50,0
SEAY-1030,3,2016/06/01,1248,0,7887.00,0
SEAY-1030,3,2017/04/01,1143,0,6725.40,0
SEAY-1030,3,2016/05/01,437,0,2926.20,0
SEAY-1030,3,2016/11/01,2160,0,16657.50,0
SEAY-1030,3,2017/06/01,1858,0,15078.56,0
SEAY-1030,3,2017/10/01,3121,0,21084.18,0
SEAY-1030,3,2016/08/01,1704,0,12951.90,0
SEAY-1030,3,2017/08/01,2175,0,16104.96,0
SEAY-1030,3,2017/09/01,1276,0,7843.04,0
SEAY-1030,3,2016/07/01,2605,0,18587.00,0
SEAY-1030,3,2017/03/01,2308,0,13414.28,0
SEAY-1030,3,2017/05/01,564,0,3347.22,0
SEAY-1030,3,2016/03/01,1457,0,9029.50,0
SEAY-1030,3,2016/09/01,1524,0,10346.70,0
SEAY-1030,3,2017/01/01,1392,0,8586.00,0
SEAY-1030,3,2017/07/01,2033,0,17697.16,0
SEAY-1030,3,2016/01/01,666,0,4260.00,0
SEAY-1030,3,2018/01/01,3097,0,17375.40,0
SEAY-1030,3,2017/11/01,1356,0,9154.92,0
SEAY-1030,3,2016/04/01,1747,0,10445.00,0
SEAY-1030,3,2016/12/01,1080,0,6451.20,0
SEAY-1030,3,2017/12/01,2587,0,27068.35,0
SEAY-1030,3,2016/02/01,1926,0,12111.00,0
SECA-1065,3,2016/08/01,222,0,2259.00,0
SECA-1065,3,2017/10/01,1572,0,10945.86,0
SECA-1065,3,2017/06/01,366,0,3177.00,0
SECA-1065,3,2016/12/01,138,0,1389.00,0
SECA-1065,3,2016/09/01,1128,0,10386.00,0
SECA-1065,3,2016/02/01,336,0,2967.00,0
SECA-1065,3,2017/04/01,498,0,4677.00,0
SECA-1065,3,2016/06/01,342,0,3486.00,0
SECA-1065,3,2016/11/01,414,0,4203.00,0
SECA-1065,3,2016/01/01,252,0,2538.00,0
SECA-1065,3,2017/07/01,445,0,4296.00,0
SECA-1065,3,2017/11/01,654,0,5698.50,0
SECA-1065,3,2016/04/01,378,0,3792.00,0
SECA-1065,3,2017/12/01,270,0,2428.50,0
SECA-1065,3,2016/10/01,648,0,6300.00,0
SECA-1065,3,2017/01/01,168,0,1644.00,0
SECA-1065,3,2017/02/01,319,0,2991.00,0
SECA-1065,3,2017/05/01,438,0,3834.00,0
SECA-1065,3,2016/03/01,600,0,6087.00,0
SECA-1065,3,2016/07/01,636,0,5310.00,0
SECA-1065,3,2017/03/01,906,0,8550.00,0
SECA-1065,3,2017/08/01,588,0,5371.50,0
SECA-1065,3,2017/09/01,1044,0,7630.92,0
SECA-1065,3,2016/05/01,546,0,4874.18,0
SECA-1065,3,2018/01/01,702,0,5240.46,0
SECA-1065,3,2018/02/01,240,0,2299.80,0
SECA-1065,9,2017/02/01,-5,0,-52.50,0
SECA-1065,9,2016/07/01,-2,0,-21.00,0
SECA-1065,9,2017/03/01,-1,0,-10.50,0
SECA-1065,9,2016/09/01,-18,0,-183.00,0
SECA-1065,9,2016/06/01,-8,0,-84.00,0
SECB-1063,3,2016/05/01,257,0,2070.00,0
SECB-1063,3,2016/02/01,342,0,2296.80,0
SECB-1063,3,2016/07/01,544,0,3850.81,0
SECB-1063,3,2017/03/01,380,0,2833.64,0
SECB-1063,3,2017/04/01,1092,0,7673.04,0
SECB-1063,3,2017/05/01,1182,0,9132.36,0
SECB-1063,3,2016/03/01,405,0,3216.00,0
SECB-1063,3,2017/01/01,540,0,3912.00,0
SECB-1063,3,2016/11/01,4560,0,44091.78,0
SECB-1063,3,2016/08/01,661,0,5222.40,0
SECB-1063,3,2016/09/01,1716,0,16101.30,0
SECB-1063,3,2017/10/01,3327,0,30524.28,0
SECB-1063,3,2018/01/01,218,0,2050.20,0
SECB-1063,3,2016/01/01,3522,0,20514.00,0
SECB-1063,3,2017/02/01,404,0,2973.00,0
SECB-1063,3,2017/09/01,1779,0,13090.12,0
SECB-1063,3,2017/12/01,3270,0,34410.90,0
SECB-1063,3,2016/06/01,1206,0,12850.50,0
SECB-1063,3,2016/12/01,350,0,2496.40,0
SECB-1063,3,2017/06/01,578,0,4493.00,0
SECB-1063,3,2017/08/01,1454,0,14145.02,0
SECB-1063,3,2016/10/01,2610,0,27256.50,0
SECB-1063,3,2017/07/01,1024,0,9489.52,0
SECB-1063,3,2017/11/01,1662,0,14637.90,0
SECB-1063,3,2016/04/01,2179,0,13766.80,0
SECO-1064,2,2016/11/01,1,0,6.00,0
SECO-1064,3,2017/11/01,1842,0,16958.40,0
SECO-1064,3,2017/05/01,894,0,5916.00,0
SECO-1064,3,2016/04/01,152,0,1202.00,0
SECO-1064,3,2016/08/01,884,0,6179.20,0
SECO-1064,3,2017/07/01,747,0,5327.52,0
SECO-1064,3,2016/01/01,426,0,3162.00,0
SECO-1064,3,2017/01/01,402,0,2742.00,0
SECO-1064,3,2017/03/01,1118,0,7434.70,0
SECO-1064,3,2017/10/01,2940,0,23698.14,0
SECO-1064,3,2016/02/01,54,0,504.00,0
SECO-1064,3,2016/12/01,261,0,1767.00,0
SECO-1064,3,2016/05/01,611,0,4127.20,0
SECO-1064,3,2017/09/01,1027,0,7335.52,0
SECO-1064,3,2016/03/01,484,0,3430.00,0
SECO-1064,3,2016/06/01,2352,0,15412.08,0
SECO-1064,3,2016/07/01,2162,0,14726.00,0
SECO-1064,3,2016/11/01,4242,0,38105.10,0
SECO-1064,3,2017/04/01,548,0,3754.10,0
SECO-1064,3,2018/01/01,253,0,1750.26,0
SECO-1064,3,2017/02/01,295,0,1976.40,0
SECO-1064,3,2017/06/01,1408,0,12103.00,0
SECO-1064,3,2016/10/01,3335,0,26016.80,0
SECO-1064,3,2018/02/01,108,0,642.60,0
SECO-1064,3,2017/08/01,1537,0,13618.02,0
SECO-1064,3,2017/12/01,4380,0,44136.00,0
SECO-1064,3,2016/09/01,1478,0,13577.50,0
SKL01R,3,2017/08/01,1200,0,648.00,0
SKL01R,3,2017/05/01,1800,0,972.00,0
SKL01R,3,2016/03/01,600,0,324.00,0
SKL01R,3,2016/05/01,1200,0,648.00,0
SKL01R,3,2016/12/01,1750,0,945.00,0
SKL01R,3,2017/12/01,2850,0,1539.00,0
SLDA-1013,3,2017/09/01,0,0,.00,0
SLDA-1013,3,2017/08/01,25,0,258.00,0
SLDA-1013,3,2016/09/01,270,0,2521.00,0
SLDA-1013,3,2016/10/01,201,0,1848.00,0
SLDA-1013,3,2017/10/01,10,0,100.00,0
SLDA-1013,3,2017/12/01,0,0,.00,0
SLDA-1013,3,2017/01/01,0,0,.00,0
SLDA-1013,3,2017/03/01,108,0,1107.00,0
SLDA-1013,3,2016/04/01,93,0,789.00,0
SLDA-1013,3,2017/07/01,24,0,177.00,0
SLDA-1013,3,2017/02/01,78,0,786.00,0
SLDA-1013,3,2017/06/01,156,0,1494.00,0
SLDA-1013,3,2017/05/01,486,0,4113.00,0
SLDA-1013,3,2017/04/01,114,0,1056.00,0
SLDA-1013,3,2016/12/01,1008,0,9888.00,0
SLDA-1013,3,2016/01/01,186,0,1935.00,0
SLDA-1013,3,2016/08/01,78,0,810.90,0
SLDA-1013,3,2016/05/01,57,0,519.60,0
SLDA-1013,3,2016/07/01,76,0,668.00,0
SLDA-1013,3,2016/06/01,72,0,678.00,0
SLDA-1013,3,2016/02/01,300,0,3135.00,0
SLDA-1013,3,2016/03/01,287,0,2851.00,0
SLDA-1013,3,2016/11/01,192,0,1647.00,0
SLDA-1013,9,2017/02/01,-4,0,-42.00,0
SLDA-1013,9,2016/09/01,-6,0,-60.00,0
SLDA2-1284,3,2017/12/01,124,0,1182.00,0
SLDA2-1284,3,2017/11/01,1324,0,14644.00,0
SLDA2-1284,3,2017/10/01,32,0,320.00,0
SLDA2-1284,3,2018/01/01,14,0,120.00,0
SLDA2-1284,3,2018/02/01,12,0,120.00,0
SND01R,3,2017/12/01,360,0,2252.40,0
SND01R,3,2016/05/01,403,0,3242.10,0
SND01R,3,2017/04/01,1959,0,18404.10,0
SND01R,3,2017/05/01,898,0,7489.96,0
SND01R,3,2017/01/01,162,0,1738.80,0
SND01R,3,2017/08/01,90,0,1023.60,0
SND01R,3,2016/07/01,1376,0,9587.50,0
SND01R,3,2016/01/01,192,0,2112.00,0
SND01R,3,2016/08/01,492,0,4557.90,0
SND01R,3,2016/10/01,1128,0,6603.60,0
SND01R,3,2016/12/01,1807,0,10203.00,0
SND01R,3,2017/06/01,947,0,10210.60,0
SND01R,3,2017/02/01,289,0,2510.10,0
SND01R,3,2017/11/01,306,0,3078.90,0
SND01R,3,2016/02/01,2370,0,21648.00,0
SND01R,3,2017/09/01,112,0,1249.20,0
SND01R,3,2017/10/01,1392,0,10035.60,0
SND01R,3,2018/01/01,319,0,2142.60,0
SND01R,3,2017/03/01,1754,0,14927.40,0
SND01R,3,2016/03/01,1996,0,13061.60,0
SND01R,3,2016/04/01,1451,0,12098.20,0
SND01R,3,2016/11/01,168,0,1715.10,0
SND01R,3,2018/02/01,42,0,462.00,0
SND01R,3,2017/07/01,412,0,3230.70,0
SND01R,3,2016/06/01,930,0,7345.50,0
SND01R,3,2016/09/01,364,0,2675.60,0
SND01R,9,2016/09/01,-6,0,-66.00,0
SNDA-1024,2,2017/05/01,-6,0,-66.00,0
SNDA-1024,3,2017/07/01,630,0,5354.40,0
SNDA-1024,3,2017/12/01,84,0,735.00,0
SNDA-1024,3,2017/08/01,216,0,2391.60,0
SNDA-1024,3,2016/06/01,402,0,4462.20,0
SNDA-1024,3,2016/02/01,2184,0,14577.30,0
SNDA-1024,3,2016/11/01,144,0,1470.90,0
SNDA-1024,3,2016/03/01,1146,0,9834.90,0
SNDA-1024,3,2017/06/01,660,0,6976.50,0
SNDA-1024,3,2017/09/01,42,0,471.00,0
SNDA-1024,3,2017/10/01,708,0,4416.00,0
SNDA-1024,3,2016/05/01,1014,0,8101.21,0
SNDA-1024,3,2017/11/01,144,0,1593.00,0
SNDA-1024,3,2016/01/01,108,0,1197.00,0
SNDA-1024,3,2017/04/01,342,0,3762.00,0
SNDA-1024,3,2018/02/01,24,0,264.00,0
SNDA-1024,3,2016/07/01,429,0,3436.64,0
SNDA-1024,3,2017/05/01,576,0,6395.10,0
SNDA-1024,3,2018/01/01,114,0,1221.00,0
SNDA-1024,3,2017/03/01,12,0,132.00,0
SNDA-1024,3,2017/02/01,151,0,1584.00,0
SNDA-1024,3,2017/01/01,84,0,927.30,0
SNDA-1024,3,2016/09/01,153,0,1203.00,0
SNDA-1024,3,2016/08/01,138,0,1455.30,0
SNDA-1024,3,2016/10/01,96,0,958.80,0
SNDA-1024,3,2016/04/01,1224,0,10788.90,0
SNDA-1024,9,2016/11/01,-9,0,-100.65,0
SNDA-1024,9,2016/09/01,-16,0,-181.50,0
SNDA-1024,9,2017/02/01,-5,0,-57.75,0
SNDA-1024,9,2016/08/01,-1,0,-11.55,0
SNDB-1017,2,2017/01/01,1,0,.00,0
SNDB-1017,3,2016/04/01,686,0,4805.80,0
SNDB-1017,3,2017/05/01,988,0,10357.90,0
SNDB-1017,3,2016/06/01,798,0,6540.00,0
SNDB-1017,3,2017/07/01,324,0,3390.00,0
SNDB-1017,3,2017/09/01,78,0,807.00,0
SNDB-1017,3,2017/01/01,6,0,66.00,0
SNDB-1017,3,2016/05/01,244,0,2760.10,0
SNDB-1017,3,2016/01/01,24,0,264.00,0
SNDB-1017,3,2017/12/01,43,0,476.80,0
SNDB-1017,3,2017/08/01,141,0,1417.50,0
SNDB-1017,3,2016/10/01,11,0,112.00,0
SNDB-1017,3,2016/09/01,115,0,1103.00,0
SNDB-1017,3,2016/08/01,36,0,416.70,0
SNDB-1017,3,2016/03/01,911,0,6391.00,0
SNDB-1017,3,2017/03/01,673,0,4680.00,0
SNDB-1017,3,2016/12/01,66,0,369.60,0
SNDB-1017,3,2017/04/01,696,0,5672.10,0
SNDB-1017,3,2016/11/01,66,0,516.00,0
SNDB-1017,3,2016/07/01,717,0,5687.10,0
SNDB-1017,3,2017/02/01,114,0,728.40,0
SNDB-1017,3,2018/02/01,14,0,160.40,0
SNDB-1017,3,2016/02/01,30,0,339.00,0
SNDB-1017,3,2017/10/01,162,0,1581.30,0
SNDB-1017,3,2017/06/01,639,0,6708.30,0
SNDB-1017,3,2017/11/01,42,0,486.00,0
SNDB-1017,3,2018/01/01,6,0,52.80,0
SNDB-1017,9,2016/11/01,-2,0,-23.10,0
SNDB-1017,9,2017/09/01,-9,0,-103.95,0
SNDP-1023,3,2017/04/01,378,0,4233.90,0
SNDP-1023,3,2017/05/01,618,0,6018.90,0
SNDP-1023,3,2016/03/01,1452,0,11716.80,0
SNDP-1023,3,2016/12/01,324,0,1846.80,0
SNDP-1023,3,2016/01/01,24,0,254.10,0
SNDP-1023,3,2017/10/01,98,0,841.20,0
SNDP-1023,3,2017/06/01,1257,0,12780.30,0
SNDP-1023,3,2017/09/01,26,0,217.60,0
SNDP-1023,3,2018/01/01,25,0,250.80,0
SNDP-1023,3,2016/10/01,109,0,740.00,0
SNDP-1023,3,2017/01/01,96,0,1095.60,0
SNDP-1023,3,2017/02/01,168,0,1360.80,0
SNDP-1023,3,2017/08/01,29,0,314.80,0
SNDP-1023,3,2017/11/01,126,0,1146.60,0
SNDP-1023,3,2016/04/01,746,0,5498.00,0
SNDP-1023,3,2016/11/01,66,0,471.00,0
SNDP-1023,3,2018/02/01,42,0,442.20,0
SNDP-1023,3,2016/08/01,96,0,752.70,0
SNDP-1023,3,2016/02/01,318,0,3563.10,0
SNDP-1023,3,2016/05/01,100,0,1119.00,0
SNDP-1023,3,2016/07/01,737,0,5391.40,0
SNDP-1023,3,2017/07/01,348,0,2065.20,0
SNDP-1023,3,2017/12/01,223,0,1264.60,0
SNDP-1023,3,2016/06/01,900,0,7026.00,0
SNDP-1023,3,2016/09/01,60,0,451.20,0
SNDP-1023,3,2017/03/01,1281,0,11294.20,0
SNDP-1023,9,2016/09/01,-3,0,-34.65,0
SPFY-2135,3,2016/02/01,192,0,577.80,0
SPFY-2135,3,2017/08/01,228,0,685.80,0
SPFY-2135,3,2016/08/01,324,0,932.40,0
SPFY-2135,3,2016/09/01,144,0,444.00,0
SPFY-2135,3,2017/02/01,84,0,253.80,0
SPFY-2135,3,2016/03/01,360,0,1092.60,0
SPFY-2135,3,2016/06/01,168,0,501.00,0
SPFY-2135,3,2016/11/01,276,0,793.80,0
SPFY-2135,3,2017/01/01,60,0,180.00,0
SPFY-2135,3,2017/04/01,132,0,397.80,0
SPFY-2135,3,2017/06/01,192,0,577.80,0
SPFY-2135,3,2017/12/01,24,0,72.00,0
SPFY-2135,3,2018/01/01,108,0,325.80,0
SPFY-2135,3,2017/07/01,156,0,475.80,0
SPFY-2135,3,2017/11/01,60,0,180.00,0
SPFY-2135,3,2016/10/01,120,0,360.00,0
SPFY-2135,3,2017/03/01,169,0,509.40,0
SPFY-2135,3,2018/02/01,36,0,108.00,0
SPFY-2135,3,2016/01/01,204,0,615.60,0
SPFY-2135,3,2016/04/01,240,0,747.60,0
SPFY-2135,3,2017/09/01,60,0,181.80,0
SPFY-2135,3,2017/05/01,144,0,430.20,0
SPFY-2135,3,2016/05/01,168,0,501.48,0
SPFY-2135,3,2016/07/01,216,0,644.40,0
SPFY-2135,3,2016/12/01,204,0,613.80,0
SPFY-2135,3,2017/10/01,50,0,145.80,0
SPFY-2135,9,2016/09/01,-3,0,-9.45,0
SPFY-2135,9,2016/11/01,-13,0,-39.15,0
SPFY-2135,9,2016/06/01,-9,0,-28.35,0
SPLA-2130,3,2016/05/01,24,0,81.03,0
SPLA-2130,3,2016/07/01,12,0,44.40,0
SPLA-2130,3,2018/02/01,12,0,44.40,0
SPLA-2130,3,2016/11/01,12,0,42.00,0
SPLA-2130,3,2017/04/01,36,0,130.80,0
SPLA-2130,3,2017/06/01,12,0,44.40,0
SPLA-2130,3,2017/07/01,36,0,133.20,0
SPLA-2130,3,2016/09/01,12,0,44.40,0
SPLA-2130,3,2017/08/01,48,0,168.00,0
SPLA-2130,3,2017/09/01,24,0,96.00,0
SPLA-2130,3,2017/03/01,48,0,172.80,0
SPLA-2130,3,2016/03/01,96,0,363.60,0
SPLA-2130,3,2016/04/01,156,0,580.80,0
SPLA-2130,3,2016/08/01,24,0,84.00,0
SPLA-2130,3,2016/10/01,36,0,128.40,0
SPLA-2130,3,2017/02/01,12,0,44.40,0
SPLA-2130,3,2017/05/01,12,0,44.40,0
SPLA-2130,3,2016/02/01,48,0,168.00,0
SPLA-2130,3,2016/12/01,24,0,86.40,0
SPLA-2130,3,2017/01/01,24,0,42.00,0
SPLA-2130,3,2017/10/01,2,0,.00,0
SPLA-2130,9,2017/01/01,-2,0,-7.40,0
SPLA-2130,9,2016/11/01,-8,0,-29.60,0
SPLA-2130,9,2016/09/01,-16,0,-59.20,0
SPLB-2134,2,2016/02/01,12,0,42.00,0
SPLB-2134,3,2016/08/01,60,0,204.00,0
SPLB-2134,3,2016/02/01,48,0,168.00,0
SPLB-2134,3,2016/04/01,24,0,84.00,0
SPLB-2134,3,2016/09/01,48,0,168.00,0
SPLB-2134,3,2016/01/01,24,0,84.00,0
SPLB-2134,3,2016/11/01,24,0,42.00,0
SPLB-2134,3,2016/12/01,24,0,84.00,0
SPLB-2134,3,2016/07/01,24,0,79.80,0
SPLB-2134,3,2016/03/01,48,0,168.00,0
SPLB-2134,3,2016/05/01,12,0,42.00,0
SPLB-2134,3,2016/06/01,96,0,319.20,0
SPLB-2134,3,2017/01/01,12,0,42.00,0
SPLG-2133,3,2016/06/01,60,0,197.40,0
SPLG-2133,3,2017/02/01,12,0,42.00,0
SPLG-2133,3,2017/04/01,12,0,42.00,0
SPLG-2133,3,2017/10/01,12,0,42.00,0
SPLG-2133,3,2016/01/01,48,0,168.00,0
SPLG-2133,3,2016/05/01,24,0,84.00,0
SPLG-2133,3,2016/11/01,36,0,84.00,0
SPLG-2133,3,2018/01/01,12,0,42.00,0
SPLG-2133,3,2017/01/01,36,0,126.00,0
SPLG-2133,3,2016/09/01,36,0,126.00,0
SPLG-2133,3,2016/02/01,12,0,42.00,0
SPLG-2133,3,2016/10/01,12,0,42.00,0
SPLG-2133,3,2016/07/01,12,0,37.80,0
SPLG-2133,3,2016/12/01,48,0,168.00,0
SPLG-2133,3,2017/03/01,61,0,210.00,0
SPLG-2133,3,2017/05/01,12,0,42.00,0
SPLG-2133,3,2016/04/01,60,0,219.60,0
SPLG-2133,3,2017/08/01,48,0,168.00,0
SPLG-2133,3,2017/07/01,12,0,48.00,0
SPLG-2133,3,2017/12/01,12,0,42.00,0
SPLG-2133,3,2016/03/01,60,0,212.40,0
SPLG-2133,3,2016/08/01,72,0,246.00,0
SPLG-2133,9,2016/06/01,-4,0,-14.80,0
SPLG-2133,9,2016/09/01,-21,0,-77.70,0
SPLG-2133,9,2017/01/01,-1,0,-3.70,0
SPLO-2131,3,2017/04/01,24,0,84.00,0
SPLO-2131,3,2016/03/01,36,0,126.00,0
SPLO-2131,3,2016/12/01,36,0,126.00,0
SPLO-2131,3,2016/10/01,12,0,42.00,0
SPLO-2131,3,2016/08/01,24,0,78.00,0
SPLO-2131,3,2016/07/01,12,0,37.80,0
SPLO-2131,3,2016/06/01,36,0,113.40,0
SPLO-2131,3,2017/08/01,24,0,84.00,0
SPLO-2131,3,2016/11/01,12,0,.00,0
SPLO-2131,3,2017/07/01,36,0,117.48,0
SPLO-2131,3,2016/05/01,24,0,84.00,0
SPLO-2131,3,2017/02/01,12,0,42.00,0
SPLY-2132,3,2017/06/01,24,0,84.00,0
SPLY-2132,3,2018/02/01,12,0,42.00,0
SPLY-2132,3,2017/08/01,12,0,42.00,0
SPLY-2132,3,2016/02/01,24,0,84.00,0
SPLY-2132,3,2016/03/01,48,0,170.40,0
SPLY-2132,3,2016/07/01,24,0,79.80,0
SPLY-2132,3,2016/11/01,24,0,42.00,0
SPLY-2132,3,2016/12/01,48,0,168.00,0
SPLY-2132,3,2016/04/01,60,0,222.00,0
SPLY-2132,3,2016/06/01,36,0,113.40,0
SPLY-2132,3,2016/10/01,12,0,42.00,0
SPLY-2132,3,2016/01/01,12,0,42.00,0
SPLY-2132,3,2017/04/01,12,0,42.00,0
SPLY-2132,3,2017/12/01,24,0,84.00,0
SPLY-2132,3,2017/07/01,72,0,243.36,0
SPLY-2132,3,2016/08/01,12,0,36.00,0
SPLY-2132,9,2016/06/01,-8,0,-29.60,0
SPLY-2132,9,2016/09/01,-23,0,-85.10,0
SPLY-2132,9,2017/01/01,-6,0,-22.20,0
SPN01R,3,2017/12/01,16000,0,1280.00,0
SPN01R,3,2016/03/01,16000,0,1280.00,0
SPNY-2136,3,2016/09/01,72,0,223.80,0
SPNY-2136,3,2016/06/01,72,0,205.20,0
SPNY-2136,3,2016/01/01,72,0,216.00,0
SPNY-2136,3,2016/04/01,108,0,338.40,0
SPNY-2136,3,2017/01/01,36,0,108.00,0
SPNY-2136,3,2017/04/01,72,0,216.00,0
SPNY-2136,3,2016/07/01,84,0,248.40,0
SPNY-2136,3,2017/06/01,144,0,432.00,0
SPNY-2136,3,2016/05/01,48,0,144.00,0
SPNY-2136,3,2017/08/01,24,0,72.00,0
SPNY-2136,3,2016/08/01,72,0,222.00,0
SPNY-2136,3,2016/11/01,120,0,324.00,0
SPNY-2136,3,2016/02/01,96,0,288.00,0
SPNY-2136,3,2016/03/01,96,0,295.20,0
SPNY-2136,3,2017/03/01,97,0,297.60,0
SPNY-2136,3,2017/05/01,36,0,109.80,0
SPNY-2136,3,2016/10/01,36,0,108.00,0
SPNY-2136,3,2016/12/01,12,0,36.00,0
SPNY-2136,3,2017/07/01,48,0,150.00,0
SPNY-2136,3,2017/09/01,0,0,.00,0
SPNY-2136,3,2017/02/01,24,0,72.00,0
SPNY-2136,9,2016/06/01,-9,0,-28.35,0
SPNY-2136,9,2016/11/01,-4,0,-12.60,0
SPNY-2136,9,2016/09/01,-21,0,-66.15,0
SPS2-1224,3,2017/10/01,126,0,718.20,0
SPS2-1224,3,2016/09/01,250,0,2000.00,0
SPS2-1224,3,2017/03/01,14,0,112.00,0
SPS2-1224,3,2018/01/01,6,0,60.00,0
SPSA-1036,2,2016/05/01,6,0,72.00,0
SPSA-1036,2,2016/11/01,1,0,6.00,0
SPSA-1036,3,2016/11/01,5973,0,54974.16,0
SPSA-1036,3,2016/03/01,1953,0,16287.60,0
SPSA-1036,3,2017/02/01,4543,0,31404.00,0
SPSA-1036,3,2016/01/01,2964,0,21046.44,0
SPSA-1036,3,2017/11/01,5616,0,55001.28,0
SPSA-1036,3,2016/10/01,5317,0,44905.10,0
SPSA-1036,3,2016/12/01,2602,0,16373.40,0
SPSA-1036,3,2017/01/01,630,0,4547.28,0
SPSA-1036,3,2017/05/01,1632,0,13237.32,0
SPSA-1036,3,2017/03/01,955,0,7627.20,0
SPSA-1036,3,2016/09/01,3594,0,32256.10,0
SPSA-1036,3,2017/09/01,2301,0,20120.62,0
SPSA-1036,3,2016/05/01,2325,0,19053.54,0
SPSA-1036,3,2017/12/01,8869,0,89519.65,0
SPSA-1036,3,2017/07/01,1770,0,12421.26,0
SPSA-1036,3,2017/06/01,1653,0,13782.68,0
SPSA-1036,3,2016/06/01,2958,0,23056.80,0
SPSA-1036,3,2017/10/01,5406,0,53142.06,0
SPSA-1036,3,2017/08/01,2591,0,20054.78,0
SPSA-1036,3,2017/04/01,1872,0,18420.48,0
