"Item Code",Location,Period,"Sales Quantity","Cost of sales","Sales Value","Issues Quantity"
DPLY-1545,3,2016/10/01,7,0,38.71,0
DPLY-1545,3,2017/08/01,2,0,11.06,0
DPLY-1545,3,2016/09/01,40,0,268.00,0
DPLY-1545,3,2016/11/01,8,0,.00,0
DPLY-1545,3,2016/02/01,32,0,208.00,0
DPLY-1545,3,2017/01/01,32,0,208.00,0
DPLY-1545,3,2016/08/01,64,0,416.00,0
DPLY-1545,3,2017/02/01,24,0,156.00,0
DPLY-1545,3,2016/03/01,8,0,52.00,0
DPLY-1545,3,2016/12/01,40,0,260.00,0
DPLY-1545,3,2016/06/01,48,0,296.40,0
DPLY-1545,3,2017/06/01,24,0,156.00,0
DPLY-1545,3,2017/12/01,392,0,1764.00,0
DPLY-1545,3,2016/04/01,24,0,156.00,0
DRM1-1246,3,2017/06/01,0,0,.00,0
DRM1-1246,3,2017/08/01,0,0,.00,0
DRM1-1246,3,2017/12/01,3932,0,48880.00,0
DRM1-1246,3,2018/01/01,604,0,8782.80,0
DRM1-1246,3,2018/02/01,192,0,2227.60,0
DRM1-1246,3,2017/10/01,812,0,10636.12,0
DRM1-1246,3,2017/05/01,0,0,.00,0
DRM1-1246,3,2017/07/01,0,0,.00,0
DRM1-1246,3,2017/11/01,4936,0,66094.36,0
DRM1-1246,3,2017/09/01,0,0,.00,0
DRM1-1246,9,2018/01/01,-1,0,-13.15,0
DS4A-1241,3,2018/01/01,342,0,2544.60,0
DS4A-1241,3,2018/02/01,198,0,1036.50,0
DSA1-1247,3,2017/05/01,0,0,.00,0
DSA1-1247,3,2017/06/01,0,0,.00,0
DSA1-1247,3,2017/07/01,0,0,.00,0
DSH01R,2,2016/05/01,6,0,105.00,0
DSH01R,3,2017/12/01,3139,0,47085.00,0
DSH01R,3,2016/11/01,2988,0,36146.82,0
DSH01R,3,2016/12/01,2491,0,28195.80,0
DSH01R,3,2016/06/01,972,0,11369.48,0
DSH01R,3,2017/06/01,981,0,11118.00,0
DSH01R,3,2016/02/01,1237,0,16209.20,0
DSH01R,3,2016/07/01,1517,0,15159.85,0
DSH01R,3,2017/01/01,1236,0,18199.20,0
DSH01R,3,2017/05/01,1680,0,18147.72,0
DSH01R,3,2017/08/01,1254,0,14021.10,0
DSH01R,3,2017/09/01,1830,0,25373.07,0
DSH01R,3,2016/08/01,1408,0,18382.10,0
DSH01R,3,2016/04/01,822,0,8387.40,0
DSH01R,3,2018/02/01,588,0,6515.40,0
DSH01R,3,2018/01/01,1279,0,19022.40,0
DSH01R,3,2017/11/01,3222,0,47952.00,0
DSH01R,3,2016/03/01,1008,0,11490.60,0
DSH01R,3,2017/07/01,1698,0,18959.40,0
DSH01R,3,2017/10/01,3782,0,51443.82,0
DSH01R,3,2016/01/01,414,0,5980.80,0
DSH01R,3,2016/09/01,2307,0,28022.80,0
DSH01R,3,2016/10/01,2658,0,31023.60,0
DSH01R,3,2017/02/01,492,0,4573.20,0
DSH01R,3,2017/03/01,1476,0,15239.10,0
DSH01R,3,2016/05/01,555,0,7094.85,0
DSH01R,3,2017/04/01,1341,0,13345.65,0
DSH01R,9,2016/07/01,-6,0,-84.00,0
DSH01R,9,2017/03/01,-6,0,-88.20,0
DTK01R,2,2016/05/01,6,0,99.00,0
DTK01R,2,2016/12/01,-6,0,-84.00,0
DTK01R,3,2016/07/01,6861,0,75363.15,0
DTK01R,3,2017/05/01,3642,0,42344.58,0
DTK01R,3,2016/02/01,6372,0,73004.40,0
DTK01R,3,2016/08/01,7901,0,97652.94,0
DTK01R,3,2016/09/01,7994,0,97530.30,0
DTK01R,3,2017/02/01,3279,0,30887.40,0
DTK01R,3,2017/04/01,2214,0,25239.30,0
DTK01R,3,2017/06/01,7731,0,108303.66,0
DTK01R,3,2017/10/01,6999,0,91431.24,0
DTK01R,3,2016/04/01,2904,0,36578.40,0
DTK01R,3,2018/01/01,1036,0,12012.18,0
DTK01R,3,2016/03/01,4625,0,51789.50,0
DTK01R,3,2016/10/01,9460,0,119330.10,0
DTK01R,3,2017/03/01,5059,0,56391.66,0
DTK01R,3,2017/08/01,4291,0,48195.24,0
DTK01R,3,2017/09/01,6355,0,80305.82,0
DTK01R,3,2017/11/01,5166,0,66012.00,0
DTK01R,3,2016/05/01,4513,0,56041.05,0
DTK01R,3,2016/06/01,4854,0,54137.80,0
DTK01R,3,2016/12/01,2641,0,25474.50,0
DTK01R,3,2018/02/01,252,0,3694.20,0
DTK01R,3,2016/01/01,1404,0,16921.80,0
DTK01R,3,2016/11/01,17766,0,229235.10,0
DTK01R,3,2017/12/01,7791,0,101872.56,0
DTK01R,3,2017/01/01,3390,0,44820.60,0
DTK01R,3,2017/07/01,2188,0,26715.06,0
DTK01R,9,2017/02/01,-26,0,-382.20,0
DTK01R,9,2016/09/01,-16,0,-231.00,0
DTK01R,9,2016/08/01,-6,0,-84.00,0
DTK01R,9,2016/10/01,-10,0,-142.80,0
DTK01R,9,2016/11/01,-30,0,-420.00,0
DTK01R,9,2016/06/01,-24,0,-352.80,0
DTK01R,9,2017/03/01,-3,0,-44.10,0
DTK01R,9,2016/07/01,-5,0,-73.50,0
DTKBO-1283,2,2018/01/01,-6,0,-90.00,0
DTKBO-1283,3,2017/11/01,5052,0,90054.42,0
DTKBO-1283,3,2017/07/01,504,0,3984.00,0
DTKBO-1283,3,2017/08/01,1002,0,12078.60,0
DTKBO-1283,3,2017/12/01,2214,0,41220.00,0
DTKBO-1283,3,2018/02/01,42,0,603.00,0
DTKBO-1283,3,2017/10/01,3948,0,66443.82,0
DTKBO-1283,3,2017/09/01,1413,0,13875.18,0
DTKBO-1283,3,2018/01/01,493,0,4321.02,0
DTKP-1010,2,2016/11/01,1,0,8.25,0
DTKP-1010,2,2016/12/01,-6,0,-84.00,0
DTKP-1010,3,2016/12/01,1801,0,25973.40,0
DTKP-1010,3,2017/09/01,3079,0,40660.68,0
DTKP-1010,3,2017/11/01,3542,0,46823.00,0
DTKP-1010,3,2017/12/01,11664,0,172198.20,0
DTKP-1010,3,2018/02/01,84,0,1269.00,0
DTKP-1010,3,2016/05/01,1214,0,15126.69,0
DTKP-1010,3,2016/10/01,5890,0,73316.10,0
DTKP-1010,3,2017/06/01,3021,0,41760.00,0
DTKP-1010,3,2017/07/01,1609,0,17599.20,0
DTKP-1010,3,2018/01/01,733,0,8709.84,0
DTKP-1010,3,2017/10/01,4612,0,62424.84,0
DTKP-1010,3,2016/06/01,2148,0,28079.48,0
DTKP-1010,3,2016/04/01,1680,0,18685.80,0
DTKP-1010,3,2016/11/01,7759,0,95134.54,0
DTKP-1010,3,2017/08/01,1584,0,19998.60,0
DTKP-1010,3,2017/02/01,2709,0,32329.20,0
DTKP-1010,3,2017/04/01,2050,0,27169.00,0
DTKP-1010,3,2016/08/01,3109,0,38041.20,0
DTKP-1010,3,2016/03/01,2310,0,28587.60,0
DTKP-1010,3,2017/01/01,840,0,8662.20,0
DTKP-1010,3,2016/09/01,2094,0,24616.00,0
DTKP-1010,3,2016/07/01,2334,0,25508.17,0
DTKP-1010,3,2017/05/01,3360,0,37559.04,0
DTKP-1010,3,2017/03/01,3113,0,37487.14,0
DTKP-1010,3,2016/01/01,780,0,7609.80,0
DTKP-1010,3,2016/02/01,1620,0,14860.20,0
DTKP-1010,9,2016/10/01,-6,0,-84.00,0
DTKP-1010,9,2016/09/01,-6,0,-84.00,0
DTKP-1010,9,2017/02/01,-18,0,-264.60,0
DTKP-1010,9,2016/11/01,-6,0,-84.00,0
DTKP-1010,9,2017/03/01,-5,0,-73.50,0
DTKT-1278,3,2018/01/01,162,0,1263.60,0
DTKT-1278,3,2017/07/01,168,0,1344.00,0
DTKT-1278,3,2017/06/01,150,0,1200.00,0
DTKT-1278,3,2018/02/01,42,0,336.00,0
ECS01R,3,2017/11/01,60,0,177.00,0
ECS01R,3,2017/10/01,372,0,1064.40,0
ECS01R,3,2017/06/01,1119,0,3145.32,0
ECS01R,3,2017/07/01,699,0,1538.52,0
ECS01R,3,2017/09/01,360,0,1037.04,0
ECS01R,3,2017/05/01,3192,0,8782.80,0
ECS01R,3,2016/10/01,528,0,1535.40,0
ECS01R,3,2016/04/01,1548,0,4231.59,0
ECS01R,3,2016/01/01,204,0,557.85,0
ECS01R,3,2017/03/01,1134,0,2900.88,0
ECS01R,3,2016/08/01,360,0,717.00,0
ECS01R,3,2016/12/01,540,0,1417.20,0
ECS01R,3,2017/01/01,48,0,99.00,0
ECS01R,3,2016/03/01,1272,0,3333.66,0
ECS01R,3,2016/06/01,672,0,1864.56,0
ECS01R,3,2018/01/01,2,0,.00,0
ECS01R,3,2016/11/01,720,0,2036.76,0
ECS01R,3,2016/05/01,720,0,1918.83,0
ECS01R,3,2017/02/01,912,0,2304.48,0
ECS01R,3,2017/04/01,2052,0,5428.68,0
ECS01R,3,2016/07/01,1008,0,2695.68,0
ECS01R,3,2017/08/01,204,0,557.64,0
ECS01R,3,2016/02/01,3504,0,9478.95,0
ECS01R,3,2016/09/01,457,0,1123.20,0
ECS01R,9,2016/08/01,-1,0,-2.90,0
ECS01R,9,2016/06/01,-12,0,-33.00,0
ECS01R,9,2017/03/01,-5,0,-14.50,0
ECS01R,9,2016/11/01,-1,0,-2.90,0
ECS01R,9,2016/09/01,-21,0,-60.90,0
ECS01R,9,2017/02/01,-9,0,-26.10,0
ENGR-1154,3,2017/05/01,170,0,1182.00,0
ENGR-1154,3,2016/06/01,345,0,2622.32,0
ENGR-1154,3,2016/10/01,3269,0,21364.96,0
ENGR-1154,3,2017/12/01,888,0,7156.48,0
ENGR-1154,3,2017/08/01,433,0,2578.08,0
ENGR-1154,3,2018/01/01,392,0,2007.36,0
ENGR-1154,3,2017/09/01,160,0,1253.60,0
ENGR-1154,3,2017/07/01,333,0,1860.00,0
ENGR-1154,3,2016/07/01,1347,0,8748.00,0
ENGR-1154,3,2016/05/01,184,0,1453.80,0
ENGR-1154,3,2018/02/01,73,0,501.15,0
ENGR-1154,3,2017/02/01,233,0,1755.20,0
ENGR-1154,3,2016/09/01,3238,0,18636.48,0
ENGR-1154,3,2017/04/01,127,0,882.00,0
ENGR-1154,3,2016/11/01,1504,0,10367.28,0
ENGR-1154,3,2016/08/01,1247,0,7386.08,0
ENGR-1154,3,2016/12/01,1060,0,9075.00,0
ENGR-1154,3,2017/11/01,1568,0,8036.00,0
ENGR-1154,3,2017/10/01,1127,0,5991.00,0
ENGR-1154,3,2017/06/01,344,0,1858.80,0
ENGR-1154,3,2017/03/01,833,0,4594.88,0
ENGR-1154,3,2017/01/01,120,0,843.20,0
ENGR-1154,9,2017/03/01,-17,0,-134.10,0
ENGR-1154,9,2016/09/01,-8,0,-60.00,0
ENGR-1154,9,2017/08/01,-3,0,-23.70,0
ENGR-1154,9,2017/02/01,-84,0,-662.82,0
ENGR-1154,9,2016/11/01,-8,0,-60.00,0
ENGR-1154,9,2017/01/01,-21,0,-165.80,0
ENGR3-1154,3,2017/01/01,900,0,6750.00,0
ENGR4-1154,3,2018/02/01,3036,0,13662.00,0
FLRA-1481,2,2016/12/01,-6,0,-99.00,0
FLRA-1481,2,2017/12/01,-1,0,-17.35,0
FLRA-1481,2,2016/11/01,1,0,10.00,0
FLRA-1481,2,2016/05/01,6,0,120.00,0
FLRA-1481,3,2016/03/01,999,0,13002.15,0
FLRA-1481,3,2017/02/01,211,0,3475.20,0
FLRA-1481,3,2017/03/01,631,0,8766.66,0
FLRA-1481,3,2016/02/01,600,0,8616.75,0
FLRA-1481,3,2017/04/01,288,0,4703.70,0
FLRA-1481,3,2017/09/01,1912,0,25339.38,0
FLRA-1481,3,2017/12/01,4087,0,72068.88,0
FLRA-1481,3,2016/01/01,216,0,3559.35,0
FLRA-1481,3,2016/09/01,2276,0,33104.40,0
FLRA-1481,3,2016/04/01,852,0,11677.05,0
FLRA-1481,3,2016/07/01,682,0,9100.50,0
FLRA-1481,3,2017/07/01,692,0,9935.40,0
FLRA-1481,3,2017/11/01,2538,0,38788.08,0
FLRA-1481,3,2016/06/01,492,0,6991.26,0
FLRA-1481,3,2016/08/01,2149,0,32072.16,0
FLRA-1481,3,2018/01/01,224,0,3470.46,0
FLRA-1481,3,2016/12/01,901,0,13318.32,0
FLRA-1481,3,2017/05/01,528,0,9139.80,0
FLRA-1481,3,2016/05/01,470,0,6078.02,0
FLRA-1481,3,2016/10/01,2250,0,32182.20,0
FLRA-1481,3,2016/11/01,3273,0,50690.70,0
FLRA-1481,3,2017/01/01,204,0,3391.50,0
FLRA-1481,3,2017/06/01,699,0,10104.24,0
FLRA-1481,3,2018/02/01,30,0,495.00,0
FLRA-1481,3,2017/08/01,820,0,12958.38,0
FLRA-1481,3,2017/10/01,1730,0,23891.28,0
FLRA-1481,9,2017/03/01,-5,0,-86.75,0
FLRA-1481,9,2016/09/01,-12,0,-198.00,0
FLRA-1481,9,2017/02/01,-8,0,-138.80,0
FLWA-1012,3,2016/01/01,2856,0,37130.10,0
FLWA-1012,3,2016/11/01,9777,0,142715.40,0
FLWA-1012,3,2017/03/01,1411,0,16686.30,0
FLWA-1012,3,2017/10/01,4861,0,72665.70,0
FLWA-1012,3,2016/06/01,3498,0,47325.60,0
FLWA-1012,3,2017/08/01,2162,0,26370.80,0
FLWA-1012,3,2016/09/01,4200,0,52580.80,0
FLWA-1012,3,2017/06/01,3723,0,54005.70,0
FLWA-1012,3,2017/05/01,2135,0,29133.80,0
FLWA-1012,3,2017/04/01,1302,0,18213.00,0
FLWA-1012,3,2016/10/01,6926,0,99074.90,0
FLWA-1012,3,2016/02/01,3816,0,53514.60,0
FLWA-1012,3,2018/02/01,234,0,3510.00,0
FLWA-1012,3,2017/07/01,1227,0,11605.80,0
FLWA-1012,3,2017/02/01,1645,0,20683.20,0
FLWA-1012,3,2017/01/01,516,0,5500.20,0
FLWA-1012,3,2016/08/01,1468,0,21236.30,0
FLWA-1012,3,2016/05/01,2082,0,28074.14,0
FLWA-1012,3,2017/11/01,2508,0,37963.44,0
FLWA-1012,3,2016/03/01,2062,0,28571.20,0
FLWA-1012,3,2016/12/01,504,0,4977.50,0
FLWA-1012,3,2017/09/01,2931,0,43080.00,0
FLWA-1012,3,2017/12/01,126,0,1894.50,0
FLWA-1012,3,2018/01/01,1218,0,18304.50,0
FLWA-1012,3,2016/04/01,1286,0,17281.10,0
FLWA-1012,3,2016/07/01,1326,0,14547.67,0
FLWA-1012,9,2016/05/01,-6,0,-84.00,0
FLWA-1012,9,2016/02/01,6,0,84.00,0
FLWA-1012,9,2017/03/01,-3,0,-44.10,0
FLWA-1012,9,2016/11/01,-24,0,-336.00,0
FLWA-1012,9,2017/02/01,-14,0,-205.80,0
FLWA2-1285,3,2018/02/01,240,0,2480.00,0
FLWA2-1285,3,2017/09/01,6,0,60.00,0
FLWA2-1285,3,2017/11/01,2780,0,27104.40,0
FLWA2-1285,3,2017/12/01,477,0,5346.40,0
FLWA2-1285,3,2017/10/01,284,0,2492.42,0
FLWA2-1285,3,2018/01/01,295,0,3394.20,0
FRBA-1038,2,2016/05/01,6,0,90.00,0
FRBA-1038,2,2017/12/01,-1,0,-13.15,0
FRBA-1038,2,2016/12/01,-6,0,-75.00,0
FRBA-1038,3,2016/06/01,6318,0,72970.59,0
FRBA-1038,3,2016/12/01,20004,0,258866.10,0
FRBA-1038,3,2017/04/01,3780,0,40123.80,0
FRBA-1038,3,2017/08/01,6305,0,74938.76,0
FRBA-1038,3,2017/09/01,12869,0,165121.92,0
FRBA-1038,3,2017/12/01,26743,0,355979.35,0
FRBA-1038,3,2016/08/01,5485,0,67534.20,0
FRBA-1038,3,2017/07/01,7701,0,86585.52,0
FRBA-1038,3,2017/11/01,16512,0,208373.40,0
FRBA-1038,3,2016/04/01,2533,0,29297.30,0
FRBA-1038,3,2017/10/01,23538,0,295380.07,0
FRBA-1038,3,2017/02/01,2359,0,25364.40,0
FRBA-1038,3,2017/01/01,0,0,.00,0
FRBA-1038,3,2016/11/01,38094,0,500067.48,0
FRBA-1038,3,2016/03/01,5840,0,71664.40,0
FRBA-1038,3,2018/02/01,780,0,8299.08,0
FRBA-1038,3,2017/05/01,3080,0,31364.76,0
FRBA-1038,3,2017/03/01,3157,0,35941.68,0
FRBA-1038,3,2016/02/01,9078,0,108562.95,0
FRBA-1038,3,2016/05/01,3884,0,41142.95,0
FRBA-1038,3,2017/06/01,3225,0,33225.36,0
FRBA-1038,3,2018/01/01,5632,0,74779.38,0
FRBA-1038,3,2016/01/01,3684,0,46306.80,0
FRBA-1038,3,2016/07/01,6794,0,69419.47,0
FRBA-1038,3,2016/09/01,8966,0,106838.04,0
FRBA-1038,3,2016/10/01,14749,0,182664.44,0
FRBA-1038,9,2016/08/01,-6,0,-75.00,0
FRBA-1038,9,2016/10/01,-6,0,-75.00,0
FRBA-1038,9,2017/05/01,-6,0,-75.00,0
FRBA-1038,9,2017/07/01,-36,0,-450.00,0
FRBA-1038,9,2016/11/01,-24,0,-300.00,0
FRBA-1038,9,2017/02/01,-4,0,-52.60,0
FRBA-1038,9,2016/06/01,-10,0,-131.50,0
FRBA-1038,9,2016/09/01,-30,0,-378.90,0
FRBA-1038,9,2018/01/01,-1,0,-13.15,0
FRBA-1038,9,2016/02/01,6,0,75.00,0
FRBA2-1038,3,2017/02/01,1142,0,14275.00,0
FRBGW-1290,2,2018/01/01,-6,0,-75.00,0
FRBGW-1290,3,2017/11/01,6870,0,101527.02,0
FRBGW-1290,3,2017/08/01,924,0,11565.36,0
FRBGW-1290,3,2017/10/01,2748,0,30049.62,0
FRBGW-1290,3,2018/02/01,18,0,225.00,0
FRBGW-1290,3,2018/01/01,709,0,6626.58,0
FRBGW-1290,3,2017/09/01,1699,0,20991.05,0
FRBGW-1290,3,2017/12/01,2490,0,38899.92,0
FRK01R,3,2017/07/01,8000,0,1120.00,0
FRK01R,3,2016/03/01,8000,0,1120.00,0
FRK01R,3,2017/02/01,8700,0,1218.00,0
FRK01R,3,2017/12/01,8000,0,1120.00,0
FTK01R,2,2016/05/01,6,0,99.00,0
FTK01R,2,2016/11/01,1,0,8.25,0
FTK01R,2,2016/12/01,-6,0,-84.00,0
FTK01R,3,2017/09/01,5143,0,67318.10,0
FTK01R,3,2017/11/01,5886,0,72548.40,0
FTK01R,3,2017/04/01,2141,0,26060.60,0
FTK01R,3,2016/08/01,7424,0,90849.84,0
FTK01R,3,2017/07/01,2818,0,30187.80,0
FTK01R,3,2016/10/01,15146,0,183965.80,0
FTK01R,3,2016/05/01,2677,0,32964.76,0
FTK01R,3,2016/04/01,3224,0,41027.90,0
FTK01R,3,2017/10/01,15651,0,183598.74,0
FTK01R,3,2017/02/01,1610,0,16410.60,0
FTK01R,3,2017/01/01,3774,0,48026.10,0
FTK01R,3,2016/09/01,7343,0,94416.60,0
FTK01R,3,2016/06/01,5166,0,57671.66,0
FTK01R,3,2016/07/01,5385,0,52884.69,0
FTK01R,3,2016/03/01,4056,0,46604.10,0
FTK01R,3,2016/02/01,6306,0,72996.30,0
FTK01R,3,2017/03/01,3103,0,37529.76,0
FTK01R,3,2017/12/01,7771,0,109955.94,0
FTK01R,3,2016/12/01,2462,0,24249.40,0
FTK01R,3,2018/02/01,255,0,3414.60,0
FTK01R,3,2018/01/01,1178,0,14263.08,0
FTK01R,3,2017/05/01,6060,0,74631.48,0
FTK01R,3,2017/08/01,4497,0,52800.60,0
FTK01R,3,2017/06/01,4261,0,52672.30,0
FTK01R,3,2016/01/01,1518,0,17616.00,0
FTK01R,3,2016/11/01,9852,0,120378.90,0
FTK01R,9,2016/07/01,-16,0,-231.00,0
FTK01R,9,2017/02/01,-24,0,-352.80,0
FTK01R,9,2016/06/01,-27,0,-396.90,0
FTK01R,9,2016/10/01,-10,0,-142.80,0
FTK01R,9,2017/03/01,-21,0,-308.70,0
FTK01R,9,2016/11/01,-12,0,-168.00,0
FTK01R,9,2016/09/01,-12,0,-172.20,0
GAR01R,3,2016/07/01,63,0,641.67,0
GAR01R,3,2017/09/01,382,0,4671.20,0
GAR01R,3,2017/03/01,654,0,6453.60,0
GAR01R,3,2017/12/01,84,0,848.40,0
GAR01R,3,2017/07/01,96,0,1168.80,0
GAR01R,3,2017/04/01,1350,0,13814.82,0
GAR01R,3,2018/01/01,102,0,1066.32,0
GAR01R,3,2016/10/01,548,0,6642.70,0
GAR01R,3,2016/11/01,792,0,9208.92,0
GAR01R,3,2016/04/01,2417,0,22307.65,0
GAR01R,3,2016/05/01,244,0,2892.36,0
GAR01R,3,2017/05/01,1854,0,15539.22,0
GAR01R,3,2017/10/01,673,0,8258.40,0
GAR01R,3,2016/02/01,162,0,1614.60,0
GAR01R,3,2016/08/01,84,0,998.82,0
GAR01R,3,2016/09/01,265,0,3139.50,0
GAR01R,3,2017/06/01,378,0,4602.90,0
GAR01R,3,2017/11/01,390,0,4733.28,0
GAR01R,3,2016/01/01,540,0,4656.30,0
GAR01R,3,2016/03/01,2045,0,19835.65,0
GAR01R,3,2016/06/01,654,0,5667.00,0
GAR01R,3,2016/12/01,31,0,345.36,0
GAR01R,3,2017/01/01,702,0,5548.20,0
GAR01R,3,2017/02/01,1146,0,8430.60,0
GAR01R,3,2017/08/01,162,0,1896.00,0
GAR01R,9,2017/02/01,-25,0,-302.50,0
GAR01R,9,2016/08/01,-4,0,-48.40,0
GAR01R,9,2016/10/01,-3,0,-36.30,0
GAR01R,9,2016/11/01,-7,0,-84.70,0
GAR01R,9,2017/09/01,-6,0,-72.60,0
GAR01R,9,2016/09/01,-7,0,-84.70,0
HELA-1062,3,2017/09/01,744,0,4688.80,0
HELA-1062,3,2017/12/01,232,0,1654.56,0
HELA-1062,3,2016/10/01,720,0,6049.68,0
HELA-1062,3,2016/12/01,0,0,.00,0
HELA-1062,3,2017/01/01,136,0,1171.60,0
HELA-1062,3,2017/06/01,208,0,1778.88,0
HELA-1062,3,2017/08/01,416,0,3523.68,0
HELA-1062,3,2016/01/01,288,0,2470.80,0
HELA-1062,3,2016/05/01,120,0,950.64,0
HELA-1062,3,2016/06/01,0,0,.00,0
HELA-1062,3,2017/10/01,1632,0,9491.92,0
HELA-1062,3,2016/04/01,432,0,3729.60,0
HELA-1062,3,2018/01/01,177,0,1499.60,0
HELA-1062,3,2017/05/01,312,0,2554.88,0
HELA-1062,3,2017/07/01,336,0,2819.76,0
HELA-1062,3,2016/03/01,952,0,8132.80,0
HELA-1062,3,2016/09/01,480,0,4214.40,0
HELA-1062,3,2017/02/01,296,0,2477.84,0
HELA-1062,3,2017/04/01,360,0,3064.24,0
HELA-1062,3,2017/11/01,768,0,5889.20,0
HELA-1062,3,2018/02/01,120,0,1123.20,0
HELA-1062,3,2016/08/01,680,0,5683.60,0
HELA-1062,3,2016/11/01,344,0,2902.80,0
HELA-1062,3,2016/02/01,464,0,3659.60,0
HELA-1062,3,2016/07/01,528,0,4503.60,0
HELA-1062,3,2017/03/01,448,0,3816.16,0
HELA-1062,9,2016/02/01,8,0,68.00,0
HELA-1062,9,2016/09/01,-8,0,-68.00,0
HELA-1062,9,2017/07/01,-16,0,-136.00,0
HELA-1062,9,2017/02/01,-1,0,-8.95,0
HELB-1060,3,2017/09/01,1737,0,14702.87,0
HELB-1060,3,2017/05/01,290,0,2588.40,0
HELB-1060,3,2017/12/01,4684,0,41217.40,0
HELB-1060,3,2016/06/01,792,0,6630.40,0
HELB-1060,3,2017/08/01,2003,0,15731.05,0
HELB-1060,3,2016/11/01,4849,0,40132.67,0
HELB-1060,3,2016/10/01,2943,0,25540.37,0
HELB-1060,3,2016/03/01,1410,0,8718.90,0
HELB-1060,3,2016/02/01,1608,0,14388.00,0
HELB-1060,3,2016/09/01,1800,0,15463.76,0
HELB-1060,3,2016/07/01,739,0,5686.81,0
HELB-1060,3,2016/05/01,393,0,2772.80,0
HELB-1060,3,2017/11/01,2328,0,15838.40,0
HELB-1060,3,2017/07/01,1339,0,9772.40,0
HELB-1060,3,2017/06/01,1496,0,11274.55,0
HELB-1060,3,2016/08/01,1024,0,8329.60,0
HELB-1060,3,2017/01/01,328,0,1549.60,0
HELB-1060,3,2016/04/01,443,0,2888.65,0
HELB-1060,3,2018/01/01,217,0,1687.20,0
HELB-1060,3,2017/02/01,858,0,4955.20,0
HELB-1060,3,2016/01/01,304,0,2633.80,0
HELB-1060,3,2017/10/01,3936,0,28220.72,0
HELB-1060,3,2017/04/01,811,0,7333.85,0
HELB-1060,3,2017/03/01,1768,0,10035.60,0
HELB-1060,3,2018/02/01,32,0,261.84,0
HELB-1060,3,2016/12/01,662,0,4096.55,0
HELB-1060,9,2016/11/01,-1,0,-8.95,0
HELG-1061,2,2016/11/01,1,0,5.00,0
HELG-1061,3,2017/07/01,1148,0,5832.05,0
HELG-1061,3,2016/12/01,432,0,3547.20,0
HELG-1061,3,2018/02/01,55,0,503.25,0
HELG-1061,3,2017/05/01,288,0,1881.20,0
HELG-1061,3,2017/10/01,3184,0,18024.82,0
HELG-1061,3,2016/11/01,4874,0,29201.50,0
HELG-1061,3,2016/08/01,1970,0,11452.56,0
HELG-1061,3,2017/12/01,6616,0,59963.60,0
HELG-1061,3,2017/04/01,1040,0,5162.80,0
HELG-1061,3,2016/02/01,720,0,5208.00,0
HELG-1061,3,2017/01/01,2176,0,16368.40,0
HELG-1061,3,2016/06/01,1344,0,8352.40,0
HELG-1061,3,2016/01/01,1384,0,7220.32,0
HELG-1061,3,2016/05/01,714,0,4195.73,0
HELG-1061,3,2018/01/01,18,0,115.68,0
HELG-1061,3,2017/06/01,19,0,115.60,0
HELG-1061,3,2016/10/01,6441,0,35540.67,0
HELG-1061,3,2016/03/01,512,0,3025.40,0
HELG-1061,3,2017/11/01,5168,0,38976.00,0
HELG-1061,3,2017/09/01,1426,0,9899.52,0
HELG-1061,3,2017/02/01,2617,0,12531.60,0
HELG-1061,3,2017/08/01,1683,0,9182.70,0
HELG-1061,3,2016/07/01,5357,0,27073.19,0
HELG-1061,3,2016/04/01,825,0,5915.95,0
HELG-1061,3,2016/09/01,1988,0,13233.58,0
HELG-1061,3,2017/03/01,777,0,3858.00,0
JGR01R,3,2018/02/01,426,0,2452.80,0
JGR01R,3,2016/12/01,1826,0,10607.99,0
JGR01R,3,2016/11/01,2014,0,10666.10,0
JGR01R,3,2016/04/01,871,0,3880.19,0
JGR01R,3,2017/02/01,780,0,4485.00,0
JGR01R,3,2017/10/01,2592,0,14559.60,0
JGR01R,3,2017/11/01,1812,0,9745.20,0
JGR01R,3,2017/12/01,633,0,3676.38,0
JGR01R,3,2016/02/01,420,0,2310.00,0
JGR01R,3,2017/03/01,1380,0,7953.36,0
JGR01R,3,2017/04/01,2688,0,15789.36,0
JGR01R,3,2017/08/01,3084,0,18109.32,0
JGR01R,3,2017/01/01,972,0,5718.00,0
JGR01R,3,2017/06/01,1671,0,9658.44,0
JGR01R,3,2017/07/01,939,0,5098.32,0
JGR01R,3,2017/09/01,2291,0,12635.29,0
JGR01R,3,2016/01/01,1164,0,6392.10,0
JGR01R,3,2016/06/01,1056,0,5051.64,0
JGR01R,3,2016/08/01,112,0,644.40,0
JGR01R,3,2016/09/01,550,0,3157.94,0
JGR01R,3,2017/05/01,1248,0,7156.32,0
JGR01R,3,2018/01/01,1994,0,11748.00,0
JGR01R,3,2016/03/01,169,0,894.35,0
JGR01R,3,2016/05/01,245,0,1193.40,0
JGR01R,3,2016/07/01,238,0,1233.50,0
JGR01R,3,2016/10/01,1231,0,6098.33,0
JGR01R,9,2016/10/01,-5,0,-29.00,0
JMP01R-A,3,2017/06/01,24,0,132.00,0
JMP01R-A,3,2017/03/01,420,0,2146.80,0
JMP01R-A,3,2016/06/01,84,0,489.60,0
JMP01R-A,3,2016/08/01,252,0,1068.00,0
JMP01R-A,3,2016/10/01,192,0,1063.20,0
